Coach,School,Conference,Unnamed: 3,W,L,W-L%,AP Pre,AP Post,NCAA Tournament,Unnamed: 10,Since,W.1,L.1,W-L%.1,NCAA,S16,FF,Chmp,Unnamed: 19,W.2,L.2,W-L%.2,NCAA.1,S16.1,FF.1,Chmp.1
Dwayne Killings,Albany (NY),AEC,,8,23,0.258,,,,,2021-22,21,41,0.339,,,,,,21,41,0.339,,,,
Eric Konkol,Tulsa,AAC,,5,25,0.167,,,,,2022-23,5,25,0.167,,,,,,158,100,0.612,,,,
Brad Korn,Southeast Missouri State,OVC,,19,17,0.528,,,Lost First Four,,2020-21,44,51,0.463,1.0,,,,,44,51,0.463,1.0,,,
Tod Kowalczyk,Toledo,MAC,,27,8,0.771,,,,,2010-11,258,169,0.604,,,,,,394,281,0.584,,,,
Chris Kraus,Stonehill,NEC,,14,17,0.452,,,,,2022-23,14,17,0.452,,,,,,14,17,0.452,,,,
Rob Krimmel,Saint Francis (PA),NEC,,13,18,0.419,,,,,2012-13,147,188,0.439,,,,,,147,188,0.439,,,,
Kevin Kruger,Nevada-Las Vegas,MWC,,19,13,0.594,,,,,2021-22,37,27,0.578,,,,,,37,27,0.578,,,,
Kevin Kuwik,Army,Patriot,,0,0,,,,,,2022-23,0,0,,,,,,,0,0,,,,,
Jay Ladner,Southern Miss,Sun Belt,,25,8,0.758,,,,,2019-20,49,73,0.402,,,,,,125,161,0.437,,,,
Billy Lange,Saint Joseph's,A-10,,16,17,0.485,,,,,2019-20,38,77,0.33,,,,,,130,192,0.404,,,,
Matt Langel,Colgate,Patriot,,26,9,0.743,,,Lost First Round,,2011-12,202,174,0.537,4.0,,,,,202,174,0.537,4.0,,,
Rob Lanier,Southern Mississippi,AAC,,10,22,0.312,,,,,2022-23,10,22,0.312,,,,,,121,122,0.498,2.0,,,
Jim Larranaga,Miami (FL),ACC,,29,8,0.784,,16.0,Lost National Semifinal,,2011-12,255,149,0.631,6.0,4.0,1.0,,,697,458,0.603,11.0,5.0,2.0,
Anthony Latina,Sacred Heart,NEC,,16,17,0.485,,,,,2013-14,125,177,0.414,,,,,,125,177,0.414,,,,
Steve Lavin,San Diego,WCC,,11,20,0.355,,,,,2022-23,11,20,0.355,,,,,,248,170,0.593,8.0,5.0,,
Shantay Legans,Portland,WCC,,14,19,0.424,,,,,2021-22,33,34,0.493,,,,,,108,83,0.565,1.0,,,
Grant Leonard,Queens (NC),A-Sun,,18,15,0.545,,,,,2022-23,18,15,0.545,,,,,,18,15,0.545,,,,
Jim Les,UC Davis,Big West,,18,14,0.562,,,,,2011-12,175,186,0.485,1.0,,,,,329,326,0.502,2.0,1.0,,
Michael Lewis,Ball State,MAC,,20,12,0.625,,,,,2022-23,20,12,0.625,,,,,,20,12,0.625,,,,
Jeff Linder,Wyoming,MWC,,9,22,0.29,,,,,2020-21,48,42,0.533,1.0,,,,,128,92,0.582,1.0,,,
Tommy Lloyd,Arizona,Pac-12,,28,7,0.8,17.0,8.0,Lost First Round,,2021-22,61,11,0.847,2.0,1.0,,,,61,11,0.847,2.0,1.0,,
Ryan Looney,Idaho State,Big Sky,,11,21,0.344,,,,,2019-20,39,77,0.336,,,,,,39,77,0.336,,,,
Matt Lottich,Valparaiso,MVC,,11,21,0.344,,,,,2016-17,108,117,0.48,,,,,,108,117,0.48,,,,
Bart Lundy,Milwaukee,Horizon,,22,12,0.647,,,,,2022-23,22,12,0.647,,,,,,118,99,0.544,,,,
Steve Lutz,Texas A&M-Corpus Christi,Southland,,24,11,0.686,,,Lost First Round,,2021-22,47,23,0.671,2.0,,,,,47,23,0.671,2.0,,,
Carmen Maciariello,Siena,MAAC,,17,15,0.531,,,,,2019-20,64,44,0.593,,,,,,64,44,0.593,,,,
Tony Madlock,Alabama State,SWAC,,8,23,0.258,,,,,2022-23,8,23,0.258,,,,,,24,43,0.358,,,,
Mark Madsen,Utah Valley,WAC,,28,9,0.757,,,,,2019-20,70,51,0.579,,,,,,70,51,0.579,,,,
Mike Magpayo,UC Riverside,Big West,,22,12,0.647,,,,,2020-21,52,32,0.619,,,,,,52,32,0.619,,,,
Chris Markwood,Maine,AEC,,13,17,0.433,,,,,2022-23,13,17,0.433,,,,,,13,17,0.433,,,,
Bob Marlin,Louisiana,Sun Belt,,26,8,0.765,,,Lost First Round,,2010-11,247,175,0.585,2.0,,,,,472,306,0.607,4.0,,,
Tim Marrion,Idaho,Big Sky,,0,1,0.0,,,,,2022-23,0,1,0.0,,,,,,0,1,0.0,,,,
Erik Martin,South Carolina State,MEAC,,5,26,0.161,,,,,2022-23,5,26,0.161,,,,,,5,26,0.161,,,,
Frank Martin,Massachusetts,A-10,,15,16,0.484,,,,,2022-23,15,16,0.484,,,,,,303,217,0.583,5.0,2.0,1.0,
Mike Martin,Brown,Ivy,,14,13,0.519,,,,,2012-13,135,153,0.469,,,,,,135,153,0.469,,,,
Bashir Mason,Saint Peter's,MAAC,,14,18,0.438,,,,,2022-23,14,18,0.438,,,,,,179,148,0.547,,,,
Thad Matta,Butler,Big East,,14,18,0.438,,,,,2000-01,38,26,0.594,1.0,,,,,453,172,0.725,13.0,6.0,2.0,
Dusty May,Florida Atlantic,CUSA,,35,4,0.897,,25.0,Lost National Semifinal,,2018-19,101,60,0.627,1.0,1.0,1.0,,,101,60,0.627,1.0,1.0,1.0,
Jay McAuley,Wofford,Southern,,5,4,0.556,,,,,2019-20,58,42,0.58,,,,,,58,42,0.58,,,,
Fran McCaffery,Iowa,Big Ten,,19,14,0.576,,,Lost First Round,,2010-11,261,176,0.597,7.0,,,,,512,353,0.592,12.0,,,
Grant McCasland,North Texas,CUSA,,31,7,0.816,,,,,2017-18,135,65,0.675,1.0,,,,,155,77,0.668,1.0,,,
Robert McCullum,Florida A&M,SWAC,,7,22,0.241,,,,,2017-18,61,110,0.357,,,,,,145,231,0.386,,,,
Greg McDermott,Creighton,Big East,,24,13,0.649,9.0,,Lost Regional Final,,2010-11,300,150,0.667,8.0,2.0,,,,449,281,0.615,11.0,2.0,,
Nick McDevitt,Middle Tennessee,CUSA,,19,14,0.576,,,,,2018-19,69,87,0.442,,,,,,167,153,0.522,1.0,,,
Mike McGarvey,Lafayette,Patriot,,2,3,0.4,,,,,2022-23,2,3,0.4,,,,,,2,3,0.4,,,,
Kevin McGeehan,Campbell,Big South,,16,18,0.471,,,,,2013-14,155,164,0.486,,,,,,155,164,0.486,,,,
Ritchie McKay,Liberty,A-Sun,,27,9,0.75,,,,,2007-08,226,113,0.667,2.0,,,,,391,271,0.591,3.0,,,
Aaron McKie,Temple,AAC,,16,16,0.5,,,,,2019-20,52,56,0.481,,,,,,52,56,0.481,,,,
Matt McKillop,Davidson,A-10,,16,16,0.5,,,,,2022-23,16,16,0.5,,,,,,16,16,0.5,,,,
David McLaughlin,Dartmouth,Ivy,,10,18,0.357,,,,,2016-17,56,110,0.337,,,,,,56,110,0.337,,,,
Matt McMahon,Louisiana State,SEC,,14,19,0.424,,,,,2022-23,14,19,0.424,,,,,,168,86,0.661,3.0,,,
Bucky McMillan,Samford,Southern,,21,11,0.656,,,,,2020-21,48,35,0.578,,,,,,48,35,0.578,,,,
Niko Medved,Colorado State,MWC,,15,18,0.455,,,,,2018-19,92,64,0.59,1.0,,,,,171,152,0.529,1.0,,,
Marvin Menzies,Kansas City,Summit,,11,21,0.344,,,,,2022-23,11,21,0.344,,,,,,257,180,0.588,5.0,,,
Tim Miles,San Jose State,MWC,,21,14,0.6,,,,,2021-22,29,37,0.439,,,,,,252,259,0.493,2.0,,,
Archie Miller,Rhode Island,A-10,,9,22,0.29,,,,,2022-23,9,22,0.29,,,,,,215,143,0.601,4.0,1.0,,
Sean Miller,Xavier,Big East,,27,10,0.73,,13.0,Lost Regional Semifinal,,2004-05,147,57,0.721,5.0,3.0,,,,449,166,0.73,12.0,8.0,,
Wes Miller,Cincinnati,AAC,,23,13,0.639,,,,,2021-22,41,28,0.594,,,,,,226,163,0.581,2.0,,,
Paul Mills,Oral Roberts,Summit,,30,5,0.857,,,Lost First Round,,2017-18,106,84,0.558,2.0,1.0,,,,106,84,0.558,2.0,1.0,,
Jordan Mincy,Jacksonville,A-Sun,,13,16,0.448,,,,,2021-22,34,26,0.567,,,,,,34,26,0.567,,,,
Dan Monson,Long Beach State,Big West,,17,16,0.515,,,,,2007-08,254,258,0.496,1.0,,,,,424,381,0.527,3.0,1.0,,
Chris Mooney,Richmond,A-10,,15,18,0.455,,,,,2005-06,327,262,0.555,3.0,1.0,,,,345,274,0.557,3.0,1.0,,
Mike Morrell,UNC Asheville,Big South,,27,8,0.771,,,Lost First Round,,2018-19,73,76,0.49,1.0,,,,,73,76,0.49,1.0,,,
Porter Moser,Oklahoma,Big 12,,15,17,0.469,,,,,2021-22,34,33,0.507,,,,,,327,275,0.543,2.0,2.0,1.0,
LeVelle Moton,North Carolina Central,MEAC,,18,12,0.6,,,,,2009-10,246,184,0.572,4.0,,,,,246,184,0.572,4.0,,,
Chris Mudge,Sam Houston,WAC,,0,0,,,,,,2022-23,0,0,,,,,,,0,0,,,,,
Bryan Mullins,Southern Illinois,MVC,,23,10,0.697,,,,,2019-20,67,55,0.549,,,,,,67,55,0.549,,,,
Eric Musselman,Arkansas,SEC,,22,14,0.611,10.0,,Lost Regional Semifinal,,2019-20,95,42,0.693,3.0,3.0,,,,205,76,0.73,6.0,4.0,,
Scott Nagy,Wright State,Horizon,,18,15,0.545,,,,,2016-17,149,78,0.656,2.0,,,,,339,241,0.584,5.0,,,
Brett Nelson,Holy Cross,Patriot,,10,22,0.312,,,,,2019-20,27,84,0.243,,,,,,27,84,0.243,,,,
Kyle Neptune,Villanova,Big East,,17,17,0.5,16.0,,,,2022-23,17,17,0.5,,,,,,33,33,0.5,,,,
Darris Nichols,Radford,Big South,,21,15,0.583,,,,,2021-22,32,33,0.492,,,,,,32,33,0.492,,,,
Nate Oats,Alabama,SEC,,31,6,0.838,20.0,1.0,Lost Regional Semifinal,,2019-20,92,42,0.687,3.0,2.0,,,,188,85,0.689,6.0,2.0,,
Ryan Odom,Utah State,MWC,,26,9,0.743,,,Lost First Round,,2021-22,44,25,0.638,1.0,,,,,149,96,0.608,2.0,,,
Eric Olen,UC San Diego,Big West,,10,20,0.333,,,,,2020-21,30,46,0.395,,,,,,30,46,0.395,,,,
T.J. Otzelberger,Iowa State,Big 12,,19,14,0.576,,,Lost First Round,,2021-22,41,27,0.603,2.0,1.0,,,,140,90,0.609,4.0,1.0,,
Freddie Owens,Green Bay,Horizon,,1,10,0.091,,,,,2022-23,1,10,0.091,,,,,,1,10,0.091,,,,
Matt Painter,Purdue,Big Ten,,29,6,0.829,,3.0,Lost First Round,,2005-06,413,198,0.676,14.0,6.0,,,,438,203,0.683,15.0,6.0,,
Lamont Paris,South Carolina,SEC,,11,21,0.344,,,,,2022-23,11,21,0.344,,,,,,98,93,0.513,1.0,,,
Joe Pasternack,UC Santa Barbara,Big West,,27,8,0.771,,,Lost First Round,,2017-18,132,53,0.714,2.0,,,,,170,107,0.614,2.0,,,
Josh Pastner,Georgia Tech,ACC,,15,18,0.455,,,,,2016-17,109,114,0.489,1.0,,,,,276,187,0.596,5.0,,,
David Patrick,Sacramento State,Big Sky,,14,18,0.438,,,,,2022-23,14,18,0.438,,,,,,41,56,0.423,,,,
Dave Paulsen,Holy Cross,Patriot,,0,0,,,,,,2022-23,0,0,,,,,,,229,185,0.553,2.0,,,
Greg Paulus,Niagara,MAAC,,16,15,0.516,,,,,2019-20,51,62,0.451,,,,,,51,62,0.451,,,,
Kenny Payne,Louisville,ACC,,4,28,0.125,,,,,2022-23,4,28,0.125,,,,,,4,28,0.125,,,,
Bruce Pearl,Auburn,SEC,,21,13,0.618,15.0,,Lost Second Round,,2014-15,187,111,0.628,4.0,1.0,1.0,,,418,210,0.666,12.0,5.0,1.0,
Ryan Pedon,Illinois State,MVC,,11,21,0.344,,,,,2022-23,11,21,0.344,,,,,,11,21,0.344,,,,
John Pelphrey,Tennessee Tech,OVC,,16,17,0.485,,,,,2019-20,41,82,0.333,,,,,,190,208,0.477,2.0,,,
Scott Pera,Rice,CUSA,,19,16,0.543,,,,,2017-18,85,106,0.445,,,,,,85,106,0.445,,,,
Dwight Perry,Wofford,Southern,,12,12,0.5,,,,,2022-23,12,12,0.5,,,,,,12,12,0.5,,,,
Leonard Perry,Pacific,WCC,,15,18,0.455,,,,,2021-22,23,40,0.365,,,,,,71,137,0.341,,,,
Eric Peterson,South Dakota,Summit,,12,19,0.387,,,,,2022-23,12,19,0.387,,,,,,12,19,0.387,,,,
Steve Pikiell,Rutgers,Big Ten,,19,15,0.559,,,,,2016-17,117,106,0.525,2.0,,,,,309,262,0.541,3.0,,,
Richard Pitino,New Mexico,MWC,,22,12,0.647,,,,,2021-22,35,31,0.53,,,,,,194,168,0.536,2.0,,,
Rick Pitino *,Iona,MAAC,,27,8,0.771,,,Lost First Round,,2020-21,64,22,0.744,2.0,,,,,834,293,0.74,23.0,13.0,7.0,2.0
Mark Pope,Brigham Young,WCC,,19,15,0.559,,,,,2019-20,87,41,0.68,1.0,,,,,164,97,0.628,1.0,,,
Alex Pribble,Idaho,Big Sky,,0,0,,,,,,2022-23,0,0,,,,,,,0,0,,,,,
Steve Prohm,Murray State,MVC,,17,15,0.531,,,,,2011-12,121,44,0.733,1.0,,,,,218,139,0.611,4.0,1.0,,
Mark Prosser,Winthrop,Big South,,15,17,0.469,,,,,2021-22,38,26,0.594,,,,,,75,79,0.487,,,,
Tony Pujol,North Alabama,A-Sun,,18,15,0.545,,,,,2018-19,63,86,0.423,,,,,,63,86,0.423,,,,
Barclay Radebaugh,Charleston Southern,Big South,,10,21,0.323,,,,,2005-06,226,320,0.414,,,,,,226,320,0.414,,,,
David Ragland,Evansville,MVC,,5,27,0.156,,,,,2022-23,5,27,0.156,,,,,,5,27,0.156,,,,
Brett Reed,Lehigh,Patriot,,16,14,0.533,,,,,2007-08,262,222,0.541,2.0,,,,,262,222,0.541,2.0,,,
Mike Rhoades,Virginia Commonwealth,A-10,,27,8,0.771,,,Lost First Round,,2017-18,129,61,0.679,3.0,,,,,176,113,0.609,3.0,,,
King Rice,Monmouth,CAA,,7,26,0.212,,,,,2011-12,189,193,0.495,,,,,,189,193,0.495,,,,
Leon Rice,Boise State,MWC,,24,10,0.706,,,Lost First Round,,2010-11,268,155,0.634,4.0,,,,,268,155,0.634,4.0,,,
Keith Richard,Louisiana-Monroe,Sun Belt,,11,21,0.344,,,,,2010-11,152,252,0.376,,,,,,302,369,0.45,,,,
Bob Richey,Furman,Southern,,28,8,0.778,,,Lost Second Round,,2017-18,139,54,0.72,1.0,,,,,139,54,0.72,1.0,,,
David Richman,North Dakota State,Summit,,16,17,0.485,,,,,2014-15,175,114,0.606,2.0,,,,,175,114,0.606,2.0,,,
Ryan Ridder,Tennessee-Martin,OVC,,19,14,0.576,,,,,2021-22,27,36,0.429,,,,,,75,81,0.481,,,,
David Riley,Eastern Washington,Big Sky,,23,11,0.676,,,,,2021-22,41,27,0.603,,,,,,41,27,0.603,,,,
Richie Riley,South Alabama,Sun Belt,,19,16,0.543,,,,,2018-19,94,67,0.584,,,,,,129,95,0.576,,,,
Norm Roberts,Kansas,Big 12,,4,0,1.0,5.0,4.0,Lost Second Round,,2022-23,4,0,1.0,1.0,,,,,85,101,0.457,1.0,,,
Daniyal Robinson,Cleveland State,Horizon,,21,14,0.6,,,,,2022-23,21,14,0.6,,,,,,21,14,0.6,,,,
Lorenzo Romar,Pepperdine,WCC,,9,22,0.29,,,,,1996-97,105,137,0.434,,,,,,454,377,0.546,7.0,3.0,,
Will Ryan,Green Bay,Horizon,,2,19,0.095,,,,,2020-21,15,61,0.197,,,,,,15,61,0.197,,,,
Kelvin Sampson,Houston,AAC,,33,4,0.892,3.0,2.0,Lost Regional Semifinal,,2014-15,232,74,0.758,5.0,4.0,1.0,,,657,301,0.686,19.0,7.0,2.0,
Ron Sanchez,Charlotte,CUSA,,22,14,0.611,,,,,2018-19,72,78,0.48,,,,,,72,78,0.48,,,,
Levell Sanders,Binghamton,AEC,,13,18,0.419,,,,,2021-22,25,35,0.417,,,,,,25,35,0.417,,,,
Paul Sather,North Dakota,Summit,,13,20,0.394,,,,,2019-20,43,80,0.35,,,,,,43,80,0.35,,,,
Brooks Savage,East Tennessee State,Southern,,0,0,,,,,,2022-23,0,0,,,,,,,0,0,,,,,
Josh Schertz,Indiana State,MVC,,23,13,0.639,,,,,2021-22,34,33,0.507,,,,,,34,33,0.507,,,,
Jon Scheyer,Duke,ACC,,27,9,0.75,7.0,12.0,Lost Second Round,,2022-23,27,9,0.75,1.0,,,,,27,9,0.75,1.0,,,
Mark Schmidt,St. Bonaventure,A-10,,14,18,0.438,,,,,2007-08,282,213,0.57,3.0,,,,,364,303,0.546,3.0,,,
Michael Schwartz,East Carolina,AAC,,16,17,0.485,,,,,2022-23,16,17,0.485,,,,,,16,17,0.485,,,,
Joe Scott,Air Force,MWC,,14,18,0.438,,,,,2000-01,81,119,0.405,1.0,,,,,265,296,0.472,1.0,,,
Bill Self,Kansas,Big 12,,24,8,0.75,5.0,4.0,Lost Second Round,,2003-04,580,132,0.815,19.0,11.0,4.0,2.0,,787,237,0.769,24.0,14.0,4.0,2.0
Patrick Sellers,Central Connecticut State,NEC,,10,22,0.312,,,,,2021-22,18,46,0.281,,,,,,18,46,0.281,,,,
Herb Sendek,Santa Clara,WCC,,23,10,0.697,,,,,2016-17,120,94,0.561,,,,,,533,389,0.578,8.0,1.0,,
Rob Senderoff,Kent State,MAC,,28,7,0.8,,,Lost First Round,,2011-12,247,147,0.627,2.0,,,,,247,147,0.627,2.0,,,
Jim Shaw,Texas A&M-Corpus Christi,Southland,,0,0,,,,Lost First Round,,2022-23,0,0,,1.0,,,,,0,0,,1.0,,,
Micah Shrewsberry,Penn State,Big Ten,,23,14,0.622,,,Lost Second Round,,2021-22,37,31,0.544,1.0,,,,,37,31,0.544,1.0,,,
Phillip Shumpert,North Carolina A&T,CAA,,13,19,0.406,,,,,2022-23,13,19,0.406,,,,,,13,19,0.406,,,,
Takayo Siddle,UNC Wilmington,CAA,,24,10,0.706,,,,,2020-21,58,29,0.667,,,,,,58,29,0.667,,,,
Marty Simmons,Eastern Illinois,OVC,,9,22,0.29,,,,,2021-22,14,48,0.226,,,,,,198,223,0.47,,,,
Todd Simon,Southern Utah,WAC,,22,12,0.647,,,,,2016-17,118,106,0.527,,,,,,127,114,0.527,,,,
Duane Simpkins,American,Patriot,,0,0,,,,,,2022-23,0,0,,,,,,,0,0,,,,,
Pat Skerry,Towson,CAA,,21,12,0.636,,,,,2011-12,193,185,0.511,,,,,,193,185,0.511,,,,
Tony Skinn,George Mason,A-10,,0,0,,,,,,2022-23,0,0,,,,,,,0,0,,,,,
Mark Slessinger,New Orleans,Southland,,12,20,0.375,,,,,2012-13,144,184,0.439,1.0,,,,,144,184,0.439,1.0,,,
Shaka Smart,Marquette,Big East,,29,7,0.806,,6.0,Lost Second Round,,2021-22,48,20,0.706,2.0,,,,,320,162,0.664,10.0,1.0,1.0,
Steve Smiley,Northern Colorado,Big Sky,,12,20,0.375,,,,,2020-21,45,47,0.489,,,,,,45,47,0.489,,,,
Byron Smith,Prairie View,SWAC,,13,19,0.406,,,,,2015-16,113,113,0.5,1.0,,,,,113,113,0.5,1.0,,,
Craig Smith,Utah,Pac-12,,17,15,0.531,,,,,2021-22,28,35,0.444,,,,,,181,114,0.614,2.0,,,
G.G. Smith,High Point,Big South,,14,17,0.452,,,,,2021-22,17,20,0.459,,,,,,73,118,0.382,,,,
John Smith,Cal Poly,Big West,,8,25,0.242,,,,,2019-20,26,89,0.226,,,,,,26,89,0.226,,,,
Kyle Smith,Washington State,Pac-12,,17,17,0.5,,,,,2019-20,69,61,0.531,,,,,,233,183,0.56,,,,
Zach Spiker,Drexel,CAA,,17,15,0.531,,,,,2016-17,93,118,0.441,1.0,,,,,195,230,0.459,1.0,,,
Preston Spradlin,Morehead State,OVC,,22,12,0.647,,,,,2016-17,114,100,0.533,1.0,,,,,114,100,0.533,1.0,,,
Russell Springmann,Oral Roberts,Summit,,0,0,,,,Lost First Round,,2022-23,0,0,,1.0,,,,,0,0,,1.0,,,
Danny Sprinkle,Montana State,Big Sky,,25,10,0.714,,,Lost First Round,,2019-20,81,43,0.653,2.0,,,,,81,43,0.653,2.0,,,
Jerry Stackhouse,Vanderbilt,SEC,,22,15,0.595,,,,,2019-20,61,69,0.469,,,,,,61,69,0.469,,,,
Rick Stansbury,Western Kentucky,CUSA,,17,16,0.515,,,,,2016-17,139,89,0.61,,,,,,432,255,0.629,6.0,,,
Travis Steele,Miami (OH),MAC,,12,20,0.375,,,,,2022-23,12,20,0.375,,,,,,82,70,0.539,,,,
Dwayne Stephens,Western Michigan,MAC,,8,23,0.258,,,,,2022-23,8,23,0.258,,,,,,8,23,0.258,,,,
RaShawn Stores,Manhattan,MAAC,,12,18,0.4,,,,,2022-23,12,18,0.4,,,,,,12,18,0.4,,,,
Damon Stoudamire,Georgia Tech,ACC,,0,0,,,,,,2022-23,0,0,,,,,,,71,77,0.48,,,,
Rod Strickland,Long Island University,NEC,,3,26,0.103,,,,,2022-23,3,26,0.103,,,,,,3,26,0.103,,,,
Tony Stubblefield,DePaul,Big East,,10,23,0.303,,,,,2021-22,25,39,0.391,,,,,,27,51,0.346,,,,
Jerome Tang,Kansas State,Big 12,,26,10,0.722,,15.0,Lost Regional Final,,2022-23,26,10,0.722,1.0,1.0,,,,26,10,0.722,1.0,1.0,,
Brette Tanner,Abilene Christian,WAC,,13,17,0.433,,,,,2021-22,38,28,0.576,,,,,,38,28,0.576,,,,
John Tauer,St. Thomas,Summit,,19,14,0.576,,,,,2021-22,29,34,0.46,,,,,,29,34,0.46,,,,
Billy Taylor,Elon,CAA,,8,24,0.25,,,,,2022-23,8,24,0.25,,,,,,173,192,0.474,1.0,,,
Dedrique Taylor,Cal State Fullerton,Big West,,20,13,0.606,,,,,2013-14,141,161,0.467,2.0,,,,,141,161,0.467,2.0,,,
Rodney Terry,Texas,Big 12,,22,8,0.733,12.0,5.0,Lost Regional Final,,2022-23,22,8,0.733,1.0,1.0,,,,185,164,0.53,2.0,1.0,,
Reggie Theus,Bethune-Cookman,SWAC,,12,20,0.375,,,,,2021-22,21,41,0.339,,,,,,115,169,0.405,1.0,,,
Wayne Tinkle,Oregon State,Pac-12,,11,21,0.344,,,,,2014-15,127,158,0.446,2.0,1.0,,,,285,249,0.534,5.0,1.0,,
Andrew Toole,Robert Morris,Horizon,,16,17,0.485,,,,,2010-11,216,210,0.507,1.0,,,,,216,210,0.507,1.0,,,
KT Turner,UT Arlington,WAC,,0,0,,,,,,2022-23,0,0,,,,,,,0,0,,,,,
Russ Turner,UC Irvine,Big West,,23,12,0.657,,,,,2010-11,265,170,0.609,2.0,,,,,265,170,0.609,2.0,,,
Brad Underwood *,Illinois,Big Ten,,20,13,0.606,23.0,,Lost First Round,,2017-18,114,79,0.591,3.0,,,,,223,106,0.678,7.0,,,
Keith Urgo,Fordham,A-10,,25,8,0.758,,,,,2022-23,25,8,0.758,,,,,,25,8,0.758,,,,
Drew Valentine,Loyola (IL),A-10,,10,21,0.323,,,,,2021-22,35,29,0.547,1.0,,,,,35,29,0.547,1.0,,,
Chris Victor,Seattle,WAC,,20,12,0.625,,,,,2021-22,43,21,0.672,,,,,,43,21,0.672,,,,
Will Wade,McNeese State,Southland,,0,0,,,,,,2022-23,0,0,,,,,,,196,96,0.671,5.0,1.0,,
Darrell Walker,Little Rock,OVC,,10,21,0.323,,,,,2018-19,61,86,0.415,,,,,,61,86,0.415,,,,
Brian Wardle,Bradley,MVC,,25,10,0.714,,,,,2015-16,135,126,0.517,1.0,,,,,230,191,0.546,1.0,,,
Stan Waterman,Delaware State,MEAC,,6,24,0.2,,,,,2021-22,8,50,0.138,,,,,,8,50,0.138,,,,
Michael White,Georgia,SEC,,16,16,0.5,,,,,2022-23,16,16,0.5,,,,,,259,144,0.643,4.0,1.0,,
Jim Whitesell,Buffalo,MAC,,15,17,0.469,,,,,2019-20,70,49,0.588,,,,,,179,156,0.534,,,,
Sundance Wicks,Green Bay,Horizon,,0,0,,,,,,2022-23,0,0,,,,,,,0,0,,,,,
Kevin Willard,Maryland,Big Ten,,22,13,0.629,,,Lost Second Round,,2022-23,22,13,0.629,1.0,,,,,292,223,0.567,6.0,,,
Buzz Williams,Texas A&M,SEC,,25,10,0.714,,17.0,Lost First Round,,2019-20,76,47,0.618,1.0,,,,,329,202,0.62,9.0,4.0,,
Corey Williams,Texas Tech,Big 12,,0,1,0.0,25.0,,,,2022-23,0,1,0.0,,,,,,58,134,0.302,,,,
Mo Williams,Jackson State,SWAC,,14,19,0.424,,,,,2022-23,14,19,0.424,,,,,,28,54,0.341,,,,
Andrew Wilson,VMI,Southern,,7,25,0.219,,,,,2022-23,7,25,0.219,,,,,,7,25,0.219,,,,
Reggie Witherspoon,Canisius,MAAC,,10,20,0.333,,,,,2016-17,94,112,0.456,,,,,,292,340,0.462,,,,
Sean Woods,Southern,SWAC,,15,17,0.469,,,,,2018-19,64,82,0.438,,,,,,191,232,0.452,1.0,,,
Mike Woodson,Indiana,Big Ten,,23,12,0.657,13.0,21.0,Lost Second Round,,2021-22,44,26,0.629,2.0,,,,,44,26,0.629,2.0,,,
Jeff Wulbrun,Denver,Summit,,15,17,0.469,,,,,2021-22,26,38,0.406,,,,,,26,38,0.406,,,,
Luke Yaklich,UIC,MVC,,12,20,0.375,,,,,2020-21,35,49,0.417,,,,,,35,49,0.417,,,,
Greg Young,UT Arlington,WAC,,9,16,0.36,,,,,2021-22,20,34,0.37,,,,,,20,34,0.37,,,,
Jay Young,Fairfield,MAAC,,13,18,0.419,,,,,2019-20,50,73,0.407,,,,,,50,73,0.407,,,,
Mike Young,Virginia Tech,ACC,,19,15,0.559,,,,,2019-20,73,51,0.589,2.0,,,,,372,295,0.558,7.0,,,
Jaret von Rosenberg,Texas A&M-Commerce,Southland,,13,19,0.406,,,,,2022-23,13,19,0.406,,,,,,13,19,0.406,,,,
